ticker,industry,included,excluded
600123.SH,6210,19981217,null
600125.SH,6220,19980511,null
600126.SH,6215,19980311,null
600127.SH,6230,19980506,null
600128.SH,6225,19970901,null
600129.SH,6235,19971118,null
600130.SH,6245,20000706,null
600131.SH,6255,19980402,null
600132.SH,6230,19971030,null
600133.SH,6240,19980212,20170301
600133.SH,6220,20170302,null
600135.SH,6215,19980122,null
600136.SH,6245,19980303,20050430
600136.SH,6240,20050501,20050813
600136.SH,6245,20050814,20070818
600136.SH,6240,20070819,20120118
600136.SH,6220,20120119,20150202
600136.SH,6225,20150203,null
600137.SH,6215,19980416,20070426
600137.SH,6225,20070427,20110726
600137.SH,6225,20110727,null
600138.SH,6225,19971203,null
600139.SH,6220,19980225,20020319
600139.SH,6245,20020320,20050203
600139.SH,6220,20050204,20090427
600139.SH,6215,20090428,20160428
600139.SH,6225,20160429,20181230
600139.SH,6240,20181231,null
600141.SH,6215,19990616,null
600143.SH,6215,20040623,null
600145.SH,6220,19990923,20150602
600145.SH,6220,20150603,null
600146.SH,6215,19990707,20161010
600146.SH,6225,20161011,null
600148.SH,6225,19980520,null
600149.SH,6220,19991014,20070827
600149.SH,6245,20070828,20121128
600149.SH,6220,20121129,20140504
600149.SH,6220,20140505,20191230
600149.SH,6255,20191231,null
600150.SH,6220,19980520,null
600151.SH,6225,19980605,20080311
600151.SH,6245,20080312,null
600152.SH,6225,19980609,20180612
600152.SH,6220,20180613,null
600153.SH,6220,19980616,null
600155.SH,6215,19980918,20140504
600155.SH,6220,20140505,20170405
600155.SH,6240,20170406,null
600156.SH,6225,19980527,20031029
600156.SH,6215,20031030,20060428
600156.SH,6225,20060429,null
600157.SH,6210,19980513,20120322
600157.SH,6210,20120323,20200413
600157.SH,6255,20200414,null
600158.SH,6220,19980327,20070322
600158.SH,6240,20070323,20170301
600158.SH,6260,20170302,20200615
600158.SH,6225,20200616,null
600159.SH,6230,19980526,20060228
600159.SH,6240,20060301,20170301
600159.SH,6260,20170302,null
600160.SH,6215,19980626,null
600161.SH,6235,19980616,null
600162.SH,6220,19980609,20070817
600162.SH,6240,20070818,20170301
600162.SH,6260,20170302,null
600163.SH,6215,19980602,20150329
600163.SH,6255,20150330,null
600165.SH,6215,19980529,20190425
600165.SH,6215,20190426,null
600166.SH,6225,19980602,null
600167.SH,6240,19990128,20020410
600167.SH,6255,20020411,null
600168.SH,6255,19980427,20110103
600168.SH,6240,20110104,20120103
600168.SH,6255,20120104,null
600169.SH,6220,19980904,null
600170.SH,6220,19980623,null
600171.SH,6245,19980924,null
600172.SH,6215,19981126,null
600173.SH,6215,19990415,20080122
600173.SH,6240,20080123,20170301
600173.SH,6260,20170302,null
600175.SH,6225,19990408,20030430
600175.SH,6220,20030501,null
600176.SH,6215,19990422,null
600177.SH,6225,19981119,20150830
600177.SH,6240,20150831,20170301
600177.SH,6260,20170302,20190429
600177.SH,6225,20190430,null
600178.SH,6225,19981014,null
600179.SH,6210,19981104,20160323
600179.SH,6220,20160324,null
600180.SH,6230,19980703,20120830
600180.SH,6220,20120831,null
600181.SH,6220,19980928,20050430
600181.SH,6240,20050501,20050810
600181.SH,6220,20050811,20070601
600182.SH,6225,19990507,null
600183.SH,6245,19981028,null
600184.SH,6245,20031106,20090322
600184.SH,6245,20090323,20100329
600184.SH,6220,20100330,null
600185.SH,6245,19990611,20030429
600185.SH,6245,20030430,20100117
600185.SH,6240,20100118,20170301
600185.SH,6260,20170302,null
600186.SH,6230,19980825,null
600187.SH,6215,19981111,20090404
600187.SH,6255,20090405,null
600188.SH,6210,19980401,null
600189.SH,6215,19981007,20180427
600189.SH,6230,20180428,null
600190.SH,6220,19990609,null
600191.SH,6230,19981210,null
600192.SH,6220,19981224,null
600193.SH,6230,19990527,20020425
600193.SH,6240,20020426,20121129
600193.SH,6215,20121130,20160323
600193.SH,6220,20160324,20190319
600193.SH,6220,20190320,null
600195.SH,6230,19990107,20070320
600195.SH,6235,20070321,null
600196.SH,6235,19980807,null
600197.SH,6230,19990916,null
600198.SH,6245,19981021,null
600199.SH,6230,19980812,20070418
600199.SH,6235,20070419,20090826
600199.SH,6230,20090827,null
600200.SH,6225,19990401,20060811
600200.SH,6220,20060812,null
600201.SH,6235,19990115,null
600202.SH,6220,19990603,null
600203.SH,6225,19990514,20010803
600203.SH,6245,20010804,20160330
600203.SH,6245,20160331,null
600205.SH,6215,19990630,20070430
600206.SH,6245,19990319,20150315
600206.SH,6215,20150316,null
600207.SH,6245,19990714,20140504
600207.SH,6220,20140505,null
600208.SH,6225,19990623,20060422
600208.SH,6220,20060423,20070202
600208.SH,6240,20070203,20170301
600208.SH,6260,20170302,null
600209.SH,6225,19990325,20000729
600209.SH,6220,20000730,20100424
600209.SH,6220,20100425,null
600210.SH,6215,19990824,null
600211.SH,6235,19990721,null
600212.SH,6220,19990817,20070430
600212.SH,6220,20070501,null
600213.SH,6225,19990831,null
600215.SH,6240,19990909,20090429
600215.SH,6255,20090430,20100422
600215.SH,6240,20100423,20170301
600215.SH,6260,20170302,null
600216.SH,6235,19991021,null
600217.SH,6215,19991216,20150216
600217.SH,6220,20150217,null
600218.SH,6220,19981203,null
600219.SH,6220,19991223,20070816
600219.SH,6215,20070817,null
600220.SH,6225,19990927,null
600221.SH,6220,19991125,null
600222.SH,6235,19991105,null
600223.SH,6215,20000113,20090202
600223.SH,6240,20090203,20170301
600223.SH,6260,20170302,null
600225.SH,6230,20000127,20091027
600225.SH,6240,20091028,20170301
600225.SH,6260,20170302,null
600226.SH,6215,19991116,null
600227.SH,6215,20000221,20180619
600227.SH,6235,20180620,null
600228.SH,6215,19990119,null
600229.SH,6215,20000309,20150526
600229.SH,6225,20150527,null
600230.SH,6215,20000406,20100305
600230.SH,6215,20100306,null
600231.SH,6215,20000511,null
600232.SH,6225,20000602,null
600233.SH,6225,20000608,20160728
600233.SH,6220,20160729,null
600234.SH,6225,20000615,20030816
600234.SH,6225,20030817,20130901
600234.SH,6240,20130902,20170301
600234.SH,6260,20170302,20190425
600234.SH,6220,20190426,20191230
600234.SH,6225,20191231,null
600235.SH,6215,20000615,null
600236.SH,6255,20000323,null
600237.SH,6245,20000609,null
600238.SH,6230,20000120,null
600239.SH,6230,19991202,20071124
600239.SH,6240,20071125,20170301
600239.SH,6260,20170302,null
600240.SH,6225,20000628,20050811
600240.SH,6240,20050812,20170301
600240.SH,6260,20170302,null
600241.SH,6225,20001128,20191230
600241.SH,6220,20191231,null
600242.SH,6230,20001207,20050426
600242.SH,6240,20050427,20060429
600242.SH,6230,20060430,20090104
600242.SH,6220,20090105,20161016
600242.SH,6245,20161017,null
600243.SH,6220,20001120,null
600246.SH,6230,20000922,20030425
600246.SH,6240,20030426,20170301
600246.SH,6260,20170302,null
600247.SH,6240,20001123,20090406
600247.SH,6220,20090407,null
600248.SH,6230,20000622,20081219
600248.SH,6220,20081220,null
600249.SH,6230,20040130,null
600250.SH,6225,20010306,null
600251.SH,6230,20030609,20060425
600251.SH,6220,20060426,20110801
600251.SH,6230,20110802,null
600252.SH,6220,20001130,20070823
600252.SH,6235,20070824,null
600253.SH,6235,20001227,20130715
600255.SH,6215,20001122,null
600256.SH,6215,20000526,20000811
600256.SH,6240,20000812,20070724
600256.SH,6220,20070725,20100405
600256.SH,6240,20100406,20121203
600256.SH,6210,20121204,null
600257.SH,6230,20000612,null
600258.SH,6225,20000601,null
600259.SH,6215,20000525,20090118
600259.SH,6215,20090119,null
600260.SH,6215,20000706,20070418
600260.SH,6220,20070419,20090427
600260.SH,6215,20090428,20130901
600260.SH,6220,20130902,20150331
600260.SH,6245,20150401,null
600261.SH,6225,20000720,null
600262.SH,6220,20000630,null
600263.SH,6220,20000725,20120301
600265.SH,6215,20000825,null
600266.SH,6240,19990203,20170301
600266.SH,6260,20170302,null
600267.SH,6235,20000725,null
600268.SH,6220,19991118,null
600269.SH,6220,20000518,null
600270.SH,6220,20001228,20181228
600271.SH,6245,20030711,null
600272.SH,6225,20010228,20030429
600272.SH,6225,20030430,20120103
600272.SH,6235,20120104,null
600273.SH,6225,20030627,20141007
600273.SH,6215,20141008,null
600275.SH,6230,20000810,20040426
600275.SH,6240,20040427,20130501
600275.SH,6230,20130502,null
600276.SH,6235,20001018,null
600277.SH,6235,20000725,20060331
600277.SH,6235,20060401,20100325
600277.SH,6215,20100326,20151215
600277.SH,6215,20151216,null
600278.SH,6225,20000712,null
600279.SH,6220,20000731,null
600280.SH,6225,20000926,null
600281.SH,6215,20001109,null
600282.SH,6215,20000919,null
600283.SH,6255,20001018,20140504
600283.SH,6255,20140505,null
600284.SH,6220,20040316,null
600285.SH,6235,20001018,null
600286.SH,6220,19991209,20030419
600286.SH,6230,20030420,null
600287.SH,6225,20000901,null
600288.SH,6245,20001129,null
600289.SH,6245,20000720,null
600290.SH,6220,20001106,20070821
600290.SH,6220,20070822,null
600291.SH,6215,20000731,20140504
600291.SH,6240,20140505,null
600292.SH,6255,20001101,20130131
600292.SH,6220,20130201,null
600293.SH,6215,20000919,20170427
600293.SH,6225,20170428,null
600295.SH,6225,19951020,20090429
600295.SH,6220,20090430,null
600296.SH,6215,20000719,20070430
600297.SH,6230,20001116,20150510
600297.SH,6225,20150511,null
600298.SH,6230,20000818,null
600299.SH,6215,20000420,20150628
600299.SH,6235,20150629,null
600300.SH,6230,20000630,null
600301.SH,6215,20000712,20190321
600301.SH,6220,20190322,null
600302.SH,6220,20001213,null
600303.SH,6225,20001226,null
600305.SH,6230,20010206,null
600306.SH,6225,20001226,null
600307.SH,6215,20001220,null
600308.SH,6215,20000928,null
600309.SH,6215,20010105,null
600310.SH,6255,20010228,null
600311.SH,6230,20010626,20100629
600311.SH,6215,20100630,null
600312.SH,6220,20010221,null
600313.SH,6220,20010119,null
600315.SH,6230,20010315,null
600316.SH,6220,20001215,null
600317.SH,6220,20020131,null
600318.SH,6215,20001208,20160328
600318.SH,6240,20160329,null
600319.SH,6215,20010326,null
600320.SH,6220,19970805,null
600321.SH,6220,20010524,null
600322.SH,6240,20010910,20170301
600322.SH,6260,20170302,null
600323.SH,6220,20001225,null
600325.SH,6240,20040225,20170301
600325.SH,6260,20170302,null
600326.SH,6220,20010116,null
600327.SH,6225,20020625,20140504
600327.SH,6225,20140505,null
600328.SH,6215,20001222,null
600329.SH,6235,20010606,null
600330.SH,6215,20010118,null
600331.SH,6215,20011220,20060318
600331.SH,6215,20060319,null
600332.SH,6235,20010206,20150319
600332.SH,6235,20150320,null
600333.SH,6255,20001211,20090311
600333.SH,6210,20090312,20140504
600333.SH,6255,20140505,null
600335.SH,6220,20010305,20110925
600335.SH,6225,20110926,null
600336.SH,6225,20001229,null
600337.SH,6225,20001127,null
600338.SH,6225,20001227,20070406
600338.SH,6215,20070407,null
600339.SH,6215,20001225,20170206
600339.SH,6210,20170207,null
600340.SH,6220,20031230,20120301
600340.SH,6240,20120302,20170301
600340.SH,6260,20170302,null
600343.SH,6220,20030408,null
600345.SH,6245,20001222,null
600346.SH,6220,20010820,20160113
600346.SH,6215,20160114,null
600348.SH,6210,20030821,null
600350.SH,6220,20020318,null
600351.SH,6235,20020926,20070313
600351.SH,6235,20070314,null
600352.SH,6215,20030801,null
600353.SH,6245,20021120,null
600354.SH,6230,20040115,null
600355.SH,6245,20020613,null
600356.SH,6215,20010419,null
600357.SH,6215,20020906,20091229
600358.SH,6225,20000922,20040413
600358.SH,6240,20040414,20070424
600358.SH,6225,20070425,20180322
600358.SH,6225,20180323,null
600359.SH,6230,19990429,null
600360.SH,6245,20010316,null
600361.SH,6230,20011129,null
600362.SH,6215,19970612,null
600363.SH,6245,20010329,null
600365.SH,6230,20010115,null
600366.SH,6220,20001030,20070303
600366.SH,6220,20070304,20080812
600366.SH,6220,20080813,20100330
600366.SH,6215,20100331,null
600367.SH,6215,20010320,null
600368.SH,6220,20001221,null
600369.SH,6220,20010109,20090219
600369.SH,6240,20090220,null
600370.SH,6225,20030306,20200911
600370.SH,6215,20200912,null
600371.SH,6230,20020916,null
600372.SH,6225,20010706,20100912
600372.SH,6220,20100913,null
600373.SH,6220,20020304,20110308
600373.SH,6225,20110309,null
600375.SH,6220,20030401,null
600376.SH,6240,20010312,20170301
600376.SH,6260,20170302,null
600377.SH,6220,19970627,null
600378.SH,6215,20010111,null
600379.SH,6220,20020116,null
600380.SH,6235,20010608,20060822
600380.SH,6235,20060823,null
600381.SH,6225,20010508,20060427
600381.SH,6240,20060428,20090201
600381.SH,6210,20090202,20150122
600381.SH,6230,20150123,20191230
600381.SH,6235,20191231,null
600382.SH,6220,20010118,20060318
600382.SH,6220,20060319,20110731
600382.SH,6220,20110801,null
600383.SH,6240,20010412,20170301
600383.SH,6260,20170302,null
600385.SH,6235,20010723,20140831
600385.SH,6225,20140901,20191215
600385.SH,6235,20191216,null
600386.SH,6220,20010216,20100808
600386.SH,6225,20100809,null
600387.SH,6210,20040218,null
600388.SH,6220,20001229,null
600389.SH,6215,20010110,null
600390.SH,6215,20010115,20170123
600390.SH,6240,20170124,null
600391.SH,6220,20011212,null
600392.SH,6245,20030529,20130228
600392.SH,6215,20130301,null
600393.SH,6240,20010319,20170301
600393.SH,6260,20170302,null
600395.SH,6210,20010531,null
600396.SH,6255,20010328,20120816
600396.SH,6255,20120817,null
600397.SH,6210,20020702,20050716
600397.SH,6215,20050717,20070811
600397.SH,6220,20070812,20090813
600397.SH,6210,20090814,null
600398.SH,6225,20001228,null
600399.SH,6215,20001229,null
600400.SH,6225,20010108,null
600401.SH,6215,20030924,20120322
600401.SH,6245,20120323,null
600403.SH,6245,20031009,20110126
600403.SH,6210,20110127,null
600405.SH,6220,20040401,null
600406.SH,6220,20031016,null
600408.SH,6210,20030212,20070215
600408.SH,6215,20070216,20090309
600408.SH,6210,20090310,null
600409.SH,6215,20030618,null
600410.SH,6245,20040427,null
600415.SH,6240,20020509,20170301
600415.SH,6260,20170302,null
600416.SH,6220,20020718,null
600418.SH,6225,20010824,20030730
600418.SH,6225,20030731,null
600419.SH,6215,20010628,20080429
600419.SH,6220,20080430,20131201
600419.SH,6230,20131202,null
600420.SH,6235,20040616,null
600421.SH,6235,20040607,20140504
600421.SH,6220,20140505,20140831
600421.SH,6220,20140901,20190425
600421.SH,6225,20190426,null
600422.SH,6235,20001206,null
600423.SH,6215,20030717,null
600425.SH,6215,20030724,null
600426.SH,6215,20020620,null
600428.SH,6220,20020418,null
600429.SH,6230,20030915,null
600432.SH,6215,20030905,null
600433.SH,6215,20030619,null
600435.SH,6220,20030704,20090115
600435.SH,6220,20090116,null
600436.SH,6235,20030616,null
600438.SH,6230,20040302,null
600439.SH,6230,20030710,null
600444.SH,6220,20040219,20150526
600444.SH,6220,20150527,null
600446.SH,6245,20031224,null
600448.SH,6225,20010903,null
600449.SH,6215,20030829,null
600452.SH,6255,20040303,null
600455.SH,6245,20040329,20070428
600455.SH,6220,20070429,null
600456.SH,6215,20020412,null
600458.SH,6215,20021219,null
600459.SH,6215,20030516,null
600460.SH,6245,20030311,null
600461.SH,6255,20040601,null
600462.SH,6215,20030903,20160518
600462.SH,6220,20160519,20161230
600462.SH,6245,20161231,null
600463.SH,6240,20040318,20170301
600463.SH,6260,20170302,null
600466.SH,6235,20010212,20150331
600466.SH,6240,20150401,20170301
600466.SH,6260,20170302,null
600467.SH,6230,20040405,null
600468.SH,6220,20010615,20060331
600468.SH,6220,20060401,20060818
600468.SH,6220,20060819,null
600469.SH,6225,20031021,null
600470.SH,6215,20040305,null
600472.SH,6215,20050509,20071226
600475.SH,6220,20030721,20201105
600475.SH,6220,20201106,null
600476.SH,6245,20031210,null
600477.SH,6220,20031110,null
600478.SH,6215,20030918,20080816
600478.SH,6220,20080817,null
600479.SH,6235,20040312,null
600480.SH,6225,20030815,20070420
600480.SH,6220,20070421,20080825
600480.SH,6220,20080826,20100323
600480.SH,6225,20100324,null
600481.SH,6220,20030422,20070407
600481.SH,6220,20070408,20080714
600481.SH,6215,20080715,20150507
600481.SH,6220,20150508,null
600482.SH,6225,20040714,20160428
600482.SH,6220,20160429,null
600483.SH,6225,20040531,20140731
600483.SH,6255,20140801,null
600485.SH,6245,20030807,null
600486.SH,6215,20020425,null
600487.SH,6245,20030822,null
600488.SH,6235,20010618,null
600489.SH,6215,20030814,null
600490.SH,6235,20030626,20150325
600490.SH,6215,20150326,null
600491.SH,6220,20040524,null
600493.SH,6225,20040421,null
600495.SH,6220,20040526,null
600496.SH,6220,20020605,20040428
600496.SH,6220,20040429,null
600497.SH,6215,20040420,null
600498.SH,6245,20010823,null
600499.SH,6220,20021010,null
600500.SH,6220,20000301,20130630
600500.SH,6215,20130701,null
600501.SH,6220,20010615,null
600502.SH,6220,20030415,null
600503.SH,6245,20020709,20080617
600503.SH,6240,20080618,20170301
600503.SH,6260,20170302,null
600505.SH,6255,20020530,null
600506.SH,6230,20011226,null
600507.SH,6225,20030930,20100405
600507.SH,6215,20100406,null
600508.SH,6210,20010829,null
600509.SH,6255,20020228,20120816
600509.SH,6255,20120817,null
600510.SH,6225,20020618,20090811
600510.SH,6220,20090812,20100330
600510.SH,6240,20100331,20170301
600510.SH,6260,20170302,null
600511.SH,6235,20021127,null
600512.SH,6220,20021226,null
600513.SH,6235,20030319,null
600515.SH,6225,20020806,20160126
600515.SH,6240,20160127,20170301
600515.SH,6260,20170302,null
600516.SH,6215,20020830,null
600517.SH,6220,20031010,null
600518.SH,6235,20010319,20090319
600518.SH,6235,20090320,null
600519.SH,6230,20010827,null
600520.SH,6220,20020108,null
600521.SH,6235,20030304,null
600522.SH,6245,20021024,null
600523.SH,6225,20011227,null
600525.SH,6220,20021202,null
600526.SH,6220,20020722,null
600527.SH,6215,20031127,null
600528.SH,6220,20010528,20160731
600528.SH,6220,20160801,null
600529.SH,6235,20020603,null
600530.SH,6230,20010702,null
600531.SH,6215,20020730,null
600532.SH,6215,20021031,20121217
600532.SH,6215,20121218,null
600533.SH,6240,20020328,20170301
600533.SH,6260,20170302,null
600535.SH,6235,20020823,null
600536.SH,6245,20020517,null
600537.SH,6230,20030123,20120322
600537.SH,6245,20120323,null
600538.SH,6215,20030114,20170814
600538.SH,6235,20170815,null
600539.SH,6215,20010824,null
600540.SH,6230,20040107,null
600543.SH,6230,20040324,20090812
600543.SH,6230,20090813,null
600545.SH,6220,20031203,20070829
600545.SH,6240,20070830,20090729
600545.SH,6220,20090730,20170702
600545.SH,6220,20170703,null
600546.SH,6220,20030731,20091221
600546.SH,6210,20091222,null
600547.SH,6215,20030828,null
600548.SH,6220,19970312,null
600549.SH,6215,20021107,null
600550.SH,6220,20010228,null
600551.SH,6220,20020905,20090406
600551.SH,6225,20090407,null
600552.SH,6215,20021108,20160329
600552.SH,6245,20160330,null
600553.SH,6215,20020822,20110218
600555.SH,6225,20010328,20060429
600555.SH,6220,20060430,20090830
600555.SH,6225,20090831,20140504
600555.SH,6240,20140505,20170301
600555.SH,6260,20170302,null
600556.SH,6235,20010807,20060830
600556.SH,6235,20060831,20150106
600556.SH,6245,20150107,null
600557.SH,6235,20020918,null
600558.SH,6220,20010227,20140504
600558.SH,6215,20140505,null
600559.SH,6230,20021029,null
600560.SH,6220,20020919,null
600561.SH,6220,20020716,null
600562.SH,6225,20030128,20130731
600562.SH,6220,20130801,null
600563.SH,6245,20021210,null
600565.SH,6225,20020723,20130501
600565.SH,6240,20130502,20170301
600565.SH,6260,20170302,null
600566.SH,6235,20010822,20140206
600566.SH,6235,20140207,20150215
600566.SH,6235,20150216,null
600567.SH,6215,20011218,null
600568.SH,6235,20010518,20110103
600568.SH,6240,20110104,20160623
600568.SH,6235,20160624,null
600569.SH,6215,20010820,null
600570.SH,6245,20031216,null
600571.SH,6245,20021101,null
600572.SH,6235,20040412,null
600573.SH,6230,20030226,null
600575.SH,6220,20030328,20140504
600575.SH,6220,20140505,null
600576.SH,6225,20030220,20070831
600576.SH,6225,20070901,20110731
600576.SH,6240,20110801,20150722
600576.SH,6225,20150723,null
600577.SH,6220,20020911,null
600578.SH,6255,20020510,20120816
600578.SH,6255,20120817,null
600579.SH,6225,20020809,20140101
600579.SH,6220,20140102,null
600580.SH,6220,20020606,20150825
600580.SH,6220,20150826,null
600581.SH,6215,20020816,null
600582.SH,6220,20020515,null
600583.SH,6210,20020205,null
600584.SH,6245,20030603,null
600585.SH,6215,19971021,null
600586.SH,6215,20020815,null
600587.SH,6235,20020927,null
600588.SH,6245,20010518,null
600589.SH,6215,20010612,null
600590.SH,6220,20020703,null
600591.SH,6220,20021011,20100125
600592.SH,6220,20020805,null
600593.SH,6225,20020711,null
600594.SH,6235,20040323,null
600595.SH,6215,20020626,null
600596.SH,6215,20010906,null
600597.SH,6230,20020828,null
600598.SH,6230,20020329,null
600599.SH,6225,20010828,20150413
600599.SH,6240,20150414,null
600600.SH,6230,19930715,null
600601.SH,6220,19901219,null
600602.SH,6245,19901219,20160310
600602.SH,6245,20160311,null
600603.SH,6240,19920113,20130501
600603.SH,6220,20130502,20161227
600603.SH,6240,20161228,20170301
600603.SH,6260,20170302,null
600604.SH,6220,19920327,20120919
600604.SH,6240,20120920,20170301
600604.SH,6260,20170302,null
600605.SH,6220,19920327,20040319
600605.SH,6220,20040320,null
600606.SH,6225,19920327,19990309
600606.SH,6240,19990310,20140831
600606.SH,6240,20140901,20150617
600606.SH,6240,20150618,20170301
600606.SH,6260,20170302,null
600607.SH,6225,19920327,19990817
600607.SH,6235,19990818,20100212
600608.SH,6215,19920327,20010725
600608.SH,6245,20010726,20070428
600608.SH,6220,20070429,20090829
600608.SH,6215,20090830,20171219
600608.SH,6220,20171220,null
600609.SH,6225,19920724,20160330
600609.SH,6225,20160331,null
600610.SH,6220,19920805,20150111
600610.SH,6220,20150112,null
600611.SH,6220,19920807,null
600612.SH,6220,19920814,19990831
600612.SH,6225,19990901,null
600613.SH,6220,19920722,20000818
600613.SH,6245,20000819,20040430
600613.SH,6235,20040501,null
600614.SH,6215,19920828,20030428
600614.SH,6235,20030429,20070811
600614.SH,6240,20070812,20150127
600614.SH,6235,20150128,20150821
600614.SH,6215,20150822,null
600615.SH,6220,19920910,20010829
600615.SH,6215,20010830,20070717
600615.SH,6240,20070718,20140831
600615.SH,6215,20140901,null
600616.SH,6230,19920929,20080731
600616.SH,6230,20080801,null
600617.SH,6215,19921013,20050430
600617.SH,6220,20050501,20080822
600617.SH,6240,20080823,20121030
600617.SH,6220,20121031,20140101
600617.SH,6255,20140102,null
600618.SH,6215,19921113,null
600619.SH,6220,19921116,null
600620.SH,6220,19921117,19990410
600620.SH,6240,19990411,20140504
600620.SH,6220,20140505,null
600621.SH,6220,19921202,20100331
600621.SH,6245,20100401,20120826
600621.SH,6240,20120827,20170301
600621.SH,6240,20170302,null
600622.SH,6220,19921203,20090823
600622.SH,6240,20090824,20170301
600622.SH,6260,20170302,null
600623.SH,6225,19920828,20160512
600623.SH,6215,20160513,null
600624.SH,6220,19930105,20140504
600624.SH,6235,20140505,null
600625.SH,6225,19930106,null
600626.SH,6225,19930107,20180830
600626.SH,6225,20180831,null
600627.SH,6220,19930118,20081126
600628.SH,6225,19930119,null
600629.SH,6215,19930209,20040420
600629.SH,6220,20040421,20060428
600629.SH,6215,20060429,20070831
600629.SH,6215,20070901,20150511
600629.SH,6220,20150512,null
600630.SH,6225,19930209,null
600631.SH,6225,19930219,20110823
600632.SH,6225,19930219,20041118
600633.SH,6225,19930304,20010831
600633.SH,6230,20010901,20110928
600633.SH,6225,20110929,null
600634.SH,6245,19930304,20010808
600634.SH,6240,20010809,20120712
600634.SH,6220,20120713,20140101
600634.SH,6215,20140102,20170314
600634.SH,6245,20170315,null
600635.SH,6220,19930304,20020410
600635.SH,6255,20020411,null
600636.SH,6215,19930316,20200507
600636.SH,6225,20200508,null
600637.SH,6225,19930316,20111228
600637.SH,6225,20111229,20120206
600637.SH,6225,20120207,20150604
600637.SH,6225,20150605,null
600638.SH,6240,19930326,20070428
600638.SH,6220,20070429,20080825
600638.SH,6240,20080826,20170301
600638.SH,6260,20170302,null
600639.SH,6240,19930326,20170301
600639.SH,6260,20170302,20190918
600639.SH,6220,20190919,null
600640.SH,6250,19930407,20020822
600640.SH,6245,20020823,20071226
600640.SH,6250,20071227,20121011
600640.SH,6225,20121012,20170423
600640.SH,6245,20170424,null
600641.SH,6240,19930407,20170301
600641.SH,6260,20170302,null
600642.SH,6255,19930416,20070814
600642.SH,6255,20070815,20100211
600642.SH,6220,20100212,20160428
600642.SH,6255,20160429,null
600643.SH,6240,19930426,20030329
600643.SH,6240,20030330,20070830
600643.SH,6240,20070831,null
600644.SH,6255,19930426,null
600645.SH,6225,19930504,20090330
600645.SH,6235,20090331,null
600646.SH,6245,19930504,null
600647.SH,6225,19930504,20000727
600647.SH,6220,20000728,20090827
600647.SH,6240,20090828,20140831
600647.SH,6230,20140901,null
600648.SH,6240,19930504,20070430
600648.SH,6220,20070501,null
600649.SH,6255,19930518,20090331
600649.SH,6220,20090401,20140504
600649.SH,6240,20140505,20170301
600649.SH,6260,20170302,null
600650.SH,6225,19930607,20040818
600650.SH,6220,20040819,null
600651.SH,6225,19901219,20040424
600651.SH,6245,20040425,20100331
600651.SH,6225,20100401,null
600652.SH,6245,19901219,19990826
600652.SH,6210,19990827,20030425
600652.SH,6210,20030426,20150315
600652.SH,6245,20150316,null
600653.SH,6220,19901219,19990820
600653.SH,6225,19990821,null
600654.SH,6225,19901219,20010320
600654.SH,6245,20010321,20150325
600654.SH,6245,20150326,null
600655.SH,6225,19920902,null
600656.SH,6230,19901219,20010731
600656.SH,6235,20010801,20080821
600656.SH,6220,20080822,20140504
600656.SH,6220,20140505,null
600657.SH,6225,19930524,19990819
600657.SH,6225,19990820,20050430
600657.SH,6220,20050501,20060427
600657.SH,6245,20060428,20090330
600657.SH,6240,20090331,20170301
600657.SH,6260,20170302,null
600658.SH,6220,19930524,20010815
600658.SH,6245,20010816,20091217
600658.SH,6240,20091218,20170301
600658.SH,6260,20170302,null
600659.SH,6225,19930528,null
600660.SH,6225,19930610,null
600661.SH,6245,19930614,20060815
600661.SH,6220,20060816,20100410
600661.SH,6225,20100411,null
600662.SH,6220,19930614,null
600663.SH,6240,19930628,20170301
600663.SH,6260,20170302,20190918
600663.SH,6220,20190919,null
600664.SH,6235,19930629,null
600665.SH,6215,19930709,20031021
600665.SH,6240,20031022,20170301
600665.SH,6260,20170302,null
600666.SH,6235,19930712,20150319
600666.SH,6220,20150320,null
600667.SH,6225,19930728,20040424
600667.SH,6220,20040425,20090316
600667.SH,6225,20090317,20120514
600667.SH,6245,20120515,20170426
600667.SH,6220,20170427,null
600668.SH,6215,19930728,20070803
600668.SH,6220,20070804,null
600669.SH,6215,19930806,null
600670.SH,6220,19930809,null
600671.SH,6235,19930823,null
600672.SH,6215,19930917,19990319
600672.SH,6230,19990320,null
600673.SH,6220,19930917,20040424
600673.SH,6215,20040425,20191230
600673.SH,6235,20191231,null
600674.SH,6215,19930924,20050729
600674.SH,6255,20050730,null
600675.SH,6240,19930924,20170301
600675.SH,6260,20170302,null
600676.SH,6225,19930928,null
600677.SH,6225,19930928,20010217
600677.SH,6220,20010218,null
600678.SH,6215,19931008,20140504
600678.SH,6215,20140505,null
600679.SH,6225,19931008,null
600680.SH,6245,19931018,20190524
600680.SH,6245,20190525,null
600681.SH,6220,19931018,20080827
600681.SH,6220,20080828,20121206
600681.SH,6220,20121207,20160128
600681.SH,6255,20160129,null
600682.SH,6225,19931018,null
600683.SH,6225,19931025,20060816
600683.SH,6240,20060817,20070428
600683.SH,6220,20070429,20140504
600683.SH,6240,20140505,20170301
600683.SH,6260,20170302,null
600684.SH,6240,19931028,20170301
600684.SH,6260,20170302,null
600685.SH,6220,19930806,null
600686.SH,6225,19931108,null
600687.SH,6220,19931108,20010119
