ticker,industry,included,excluded
300291.SZ,6225,20120209,null
300292.SZ,6245,20120229,null
300293.SZ,6220,20120308,null
300294.SZ,6235,20120308,null
300295.SZ,6245,20120315,null
300296.SZ,6245,20120315,null
300297.SZ,6245,20120315,null
300298.SZ,6235,20120319,null
300299.SZ,6245,20120319,null
300300.SZ,6245,20120319,null
300301.SZ,6245,20120321,null
300302.SZ,6245,20120321,null
300303.SZ,6245,20120319,null
300304.SZ,6225,20120321,null
300305.SZ,6215,20120329,null
300306.SZ,6245,20120329,null
300307.SZ,6220,20120329,null
300308.SZ,6220,20120410,null
300309.SZ,6210,20120410,20180905
300309.SZ,6240,20180906,null
300310.SZ,6245,20120425,null
300311.SZ,6245,20120425,null
300312.SZ,6245,20120508,null
300313.SZ,6230,20120425,null
300314.SZ,6235,20120508,null
300315.SZ,6245,20120511,null
300316.SZ,6245,20120511,null
300317.SZ,6220,20120511,20181031
300317.SZ,6255,20181101,null
300318.SZ,6235,20120523,20150601
300318.SZ,6235,20150602,null
300319.SZ,6245,20120523,null
300320.SZ,6215,20120601,null
300321.SZ,6215,20120523,null
300322.SZ,6245,20120608,20150309
300322.SZ,6245,20150310,null
300323.SZ,6245,20120601,null
300324.SZ,6245,20120608,null
300325.SZ,6215,20120601,null
300326.SZ,6235,20120613,null
300327.SZ,6245,20120613,null
300328.SZ,6215,20120619,null
300329.SZ,6225,20120619,null
300330.SZ,6245,20120619,null
300331.SZ,6245,20120628,null
300332.SZ,6220,20120628,20150325
300332.SZ,6220,20150326,20170427
300332.SZ,6255,20170428,null
300333.SZ,6245,20120628,null
300334.SZ,6220,20120705,null
300335.SZ,6220,20120710,null
300336.SZ,6225,20120710,20170327
300336.SZ,6225,20170328,null
300337.SZ,6215,20120718,null
300338.SZ,6245,20120726,20180419
300338.SZ,6225,20180420,null
300339.SZ,6245,20120718,null
300340.SZ,6215,20120726,20160414
300340.SZ,6215,20160415,null
300341.SZ,6220,20120726,null
300342.SZ,6220,20120726,null
300343.SZ,6215,20120801,20160602
300343.SZ,6225,20160603,null
300344.SZ,6220,20120801,null
300345.SZ,6220,20120801,null
300346.SZ,6245,20120807,null
300347.SZ,6235,20120817,null
300348.SZ,6245,20120817,null
300349.SZ,6220,20120817,null
300350.SZ,6220,20120821,null
300351.SZ,6245,20120920,null
300352.SZ,6245,20120912,null
300353.SZ,6245,20120927,null
300354.SZ,6245,20120920,null
300355.SZ,6220,20120927,null
300356.SZ,6220,20121009,null
300357.SZ,6235,20140121,null
300358.SZ,6220,20140121,null
300359.SZ,6225,20140121,null
300360.SZ,6220,20140121,null
300361.SZ,6235,20140102,null
300362.SZ,6220,20140121,20160107
300362.SZ,6220,20160108,null
300363.SZ,6235,20140129,null
300364.SZ,6225,20150121,null
300365.SZ,6245,20140123,null
300366.SZ,6245,20140127,null
300367.SZ,6245,20140129,null
300368.SZ,6245,20140123,20200424
300368.SZ,6245,20200425,null
300369.SZ,6245,20140129,null
300370.SZ,6220,20080820,null
300371.SZ,6220,20140123,null
300372.SZ,6220,20140127,null
300373.SZ,6245,20140123,null
300374.SZ,6220,20150319,null
300375.SZ,6225,20140127,null
300376.SZ,6220,20140127,null
300377.SZ,6245,20140127,null
300378.SZ,6245,20140127,null
300379.SZ,6245,20140128,null
300380.SZ,6245,20140128,null
300381.SZ,6235,20140128,20150316
300381.SZ,6235,20150317,null
300382.SZ,6220,20140129,null
300383.SZ,6245,20140129,null
300384.SZ,6220,20140801,null
300385.SZ,6220,20140626,null
300386.SZ,6245,20140626,null
300387.SZ,6215,20140702,null
300388.SZ,6220,20140801,null
300389.SZ,6245,20140801,null
300390.SZ,6245,20140731,null
300391.SZ,6220,20140801,null
300392.SZ,6225,20140910,null
300393.SZ,6245,20140912,null
300394.SZ,6245,20150217,null
300395.SZ,6215,20140910,null
300396.SZ,6235,20140910,null
300397.SZ,6220,20140910,null
300398.SZ,6215,20141009,null
300399.SZ,6245,20141009,null
300400.SZ,6220,20141010,null
300401.SZ,6235,20141009,null
300402.SZ,6220,20141010,null
300403.SZ,6225,20141030,null
300404.SZ,6235,20150424,null
300405.SZ,6215,20141030,null
300406.SZ,6235,20141030,null
300407.SZ,6220,20141203,null
300408.SZ,6245,20141203,null
300409.SZ,6215,20141203,null
300410.SZ,6245,20141231,null
300411.SZ,6220,20141231,null
300412.SZ,6220,20141231,null
300413.SZ,6225,20150121,20180801
300413.SZ,6225,20180802,null
300414.SZ,6220,20150513,null
300415.SZ,6220,20150123,null
300416.SZ,6220,20150122,20210413
300416.SZ,6220,20210414,null
300417.SZ,6245,20150123,null
300418.SZ,6245,20150121,null
300419.SZ,6245,20150122,null
300420.SZ,6220,20150217,null
300421.SZ,6220,20150217,null
300422.SZ,6220,20150217,null
300423.SZ,6220,20150217,null
300424.SZ,6220,20150422,null
300425.SZ,6220,20150216,null
300426.SZ,6225,20150217,null
300427.SZ,6220,20150217,null
300428.SZ,6215,20150319,20190422
300428.SZ,6225,20190423,null
300429.SZ,6215,20150324,null
300430.SZ,6220,20150319,null
300431.SZ,6245,20150324,null
300432.SZ,6225,20150319,null
300433.SZ,6245,20150318,null
300434.SZ,6220,20150424,20180419
300434.SZ,6235,20180420,null
300435.SZ,6220,20150326,null
300436.SZ,6235,20150422,null
300437.SZ,6215,20150423,null
300438.SZ,6220,20150424,null
300439.SZ,6235,20150422,null
300440.SZ,6245,20150423,null
300441.SZ,6220,20150423,null
300442.SZ,6220,20150424,null
300443.SZ,6220,20150422,null
300444.SZ,6220,20090218,null
300445.SZ,6220,20081226,null
300446.SZ,6215,20150423,null
300447.SZ,6220,20150422,null
300448.SZ,6245,20150424,null
300449.SZ,6245,20150422,null
300450.SZ,6220,20150518,null
300451.SZ,6245,20150514,null
300452.SZ,6235,20150515,null
300453.SZ,6235,20150515,null
300454.SZ,6245,20180425,null
300455.SZ,6245,20150515,null
300456.SZ,6220,20150514,20180419
300456.SZ,6245,20180420,null
300457.SZ,6220,20150514,null
300458.SZ,6245,20150515,null
300459.SZ,6215,20150515,20160725
300459.SZ,6245,20160726,20190626
300459.SZ,6245,20190627,null
300460.SZ,6245,20150515,null
300461.SZ,6220,20150519,null
300462.SZ,6245,20150527,null
300463.SZ,6235,20150528,null
300464.SZ,6220,20150610,null
300465.SZ,6245,20150528,null
300466.SZ,6220,20150528,null
300467.SZ,6245,20150527,null
300468.SZ,6245,20150527,null
300469.SZ,6245,20150611,null
300470.SZ,6220,20150612,null
300471.SZ,6220,20150611,null
300472.SZ,6220,20150611,null
300473.SZ,6225,20150612,null
300474.SZ,6220,20160331,null
300475.SZ,6225,20150610,null
300476.SZ,6245,20150611,null
300477.SZ,6220,20150610,null
300478.SZ,6215,20150610,null
300479.SZ,6245,20150612,null
300480.SZ,6220,20150702,null
300481.SZ,6215,20150630,null
300482.SZ,6235,20150630,null
300483.SZ,6225,20150630,20190102
300483.SZ,6210,20190103,null
300484.SZ,6220,20160322,null
300485.SZ,6235,20150626,null
300486.SZ,6220,20150630,null
300487.SZ,6215,20150702,null
300488.SZ,6220,20150701,null
300489.SZ,6215,20150701,null
300490.SZ,6220,20151231,null
300491.SZ,6220,20151231,null
300492.SZ,6220,20151223,null
300493.SZ,6245,20151210,null
300494.SZ,6245,20151231,null
300495.SZ,6220,20151222,null
300496.SZ,6245,20151210,null
300497.SZ,6235,20151222,null
300498.SZ,6230,20091123,null
300499.SZ,6220,20160202,null
300500.SZ,6220,20160204,null
300501.SZ,6215,20160204,null
300502.SZ,6245,20160303,null
300503.SZ,6220,20160309,null
300504.SZ,6245,20180313,null
300505.SZ,6215,20160315,null
300506.SZ,6220,20160324,null
300507.SZ,6225,20160429,null
300508.SZ,6220,20160419,null
300509.SZ,6220,20160425,null
300510.SZ,6220,20160506,null
300511.SZ,6230,20160504,null
300512.SZ,6220,20160526,null
300513.SZ,6245,20160530,null
300514.SZ,6245,20170406,null
300515.SZ,6220,20160608,null
300516.SZ,6245,20160602,null
300517.SZ,6220,20160719,null
300518.SZ,6245,20160624,null
300519.SZ,6235,20160624,null
300520.SZ,6245,20160708,null
300521.SZ,6220,20160705,null
300522.SZ,6215,20160705,null
300523.SZ,6245,20160711,null
300525.SZ,6245,20160713,null
300526.SZ,6225,20160713,null
300527.SZ,6220,20160715,null
300528.SZ,6225,20160718,null
300529.SZ,6235,20160714,null
300530.SZ,6215,20160727,null
300531.SZ,6245,20160725,null
300532.SZ,6220,20160728,null
300533.SZ,6245,20160729,null
300534.SZ,6235,20160824,null
300535.SZ,6215,20160728,null
300536.SZ,6220,20160808,null
300537.SZ,6215,20160809,null
300538.SZ,6220,20160810,null
300539.SZ,6215,20160811,null
300540.SZ,6220,20160808,null
300541.SZ,6245,20160825,null
300542.SZ,6245,20160826,null
300543.SZ,6245,20160823,null
300545.SZ,6220,20160912,null
300546.SZ,6245,20160913,null
300547.SZ,6225,20160919,null
300548.SZ,6245,20160914,null
300549.SZ,6220,20160914,null
300550.SZ,6245,20160928,null
300551.SZ,6245,20160926,null
300552.SZ,6245,20160926,null
300553.SZ,6245,20160929,null
300554.SZ,6220,20170407,null
300555.SZ,6245,20161018,null
300556.SZ,6245,20161018,null
300557.SZ,6245,20161019,null
300558.SZ,6235,20161019,null
300559.SZ,6245,20161017,null
300560.SZ,6245,20161018,null
300561.SZ,6245,20161031,null
300562.SZ,6235,20161031,null
300563.SZ,6245,20161031,null
300564.SZ,6220,20191022,null
300565.SZ,6245,20161031,null
300566.SZ,6245,20161031,null
300567.SZ,6245,20121115,null
300568.SZ,6215,20161111,null
300569.SZ,6220,20161108,null
300570.SZ,6245,20161115,null
300571.SZ,6245,20161128,20190829
300571.SZ,6245,20190830,null
300572.SZ,6245,20161121,null
300573.SZ,6235,20161125,null
300575.SZ,6215,20141028,null
300576.SZ,6215,20161205,null
300577.SZ,6225,20161206,null
300578.SZ,6250,20170112,null
300579.SZ,6245,20161208,null
300580.SZ,6225,20161201,null
300581.SZ,6220,20161207,null
300582.SZ,6220,20161207,null
300583.SZ,6235,20161219,null
300584.SZ,6235,20161228,null
300585.SZ,6225,20161216,null
300586.SZ,6215,20161214,null
300587.SZ,6215,20161216,null
300588.SZ,6245,20161215,null
300589.SZ,6220,20161226,null
300590.SZ,6245,20161227,null
300591.SZ,6225,20161220,null
300592.SZ,6225,20161228,null
300593.SZ,6220,20101022,null
300594.SZ,6220,20170111,null
300595.SZ,6235,20170104,null
300596.SZ,6215,20161228,null
300597.SZ,6245,20170104,null
300598.SZ,6245,20170109,null
300599.SZ,6220,20170103,null
300600.SZ,6220,20170106,null
300601.SZ,6235,20170112,null
300602.SZ,6245,20170109,null
300603.SZ,6245,20170109,null
300604.SZ,6220,20170330,null
300605.SZ,6245,20170112,null
300606.SZ,6220,20170110,null
300607.SZ,6220,20141224,null
300608.SZ,6245,20170120,null
300609.SZ,6245,20170118,null
300610.SZ,6215,20170117,null
300611.SZ,6225,20170125,null
300612.SZ,6225,20170125,null
300613.SZ,6245,20170206,null
300614.SZ,6220,20160203,null
300615.SZ,6245,20170125,null
300616.SZ,6225,20170213,null
300617.SZ,6220,20170213,null
300618.SZ,6215,20170214,null
300619.SZ,6220,20170213,null
300620.SZ,6245,20170221,null
300621.SZ,6220,20170221,null
300622.SZ,6225,20170222,null
300623.SZ,6245,20170222,null
300624.SZ,6245,20180103,null
300625.SZ,6225,20170227,null
300626.SZ,6220,20170301,null
300627.SZ,6245,20170302,null
300628.SZ,6245,20170302,null
300629.SZ,6220,20111107,20200827
300629.SZ,6245,20200828,null
300630.SZ,6235,20170306,null
300631.SZ,6220,20170309,null
300632.SZ,6245,20140124,null
300633.SZ,6235,20170316,null
300634.SZ,6245,20180306,null
300635.SZ,6220,20170313,null
300636.SZ,6235,20170317,null
300637.SZ,6215,20170322,null
300638.SZ,6245,20170323,null
300639.SZ,6235,20170322,null
300640.SZ,6225,20170330,null
300641.SZ,6215,20170327,null
300642.SZ,6235,20170410,null
300643.SZ,6225,20170413,null
300644.SZ,6215,20180124,null
300645.SZ,6245,20170410,null
300646.SZ,6215,20170410,null
300647.SZ,6245,20170412,null
300648.SZ,6245,20170411,null
300649.SZ,6220,20170420,null
300650.SZ,6225,20170419,null
300651.SZ,6225,20170420,null
300652.SZ,6225,20170425,null
300653.SZ,6235,20170428,null
300654.SZ,6225,20150915,null
300655.SZ,6215,20170503,null
300656.SZ,6245,20170505,null
300657.SZ,6245,20170502,null
300658.SZ,6225,20170509,null
300659.SZ,6245,20170508,null
300660.SZ,6220,20170511,null
300661.SZ,6245,20170518,null
300662.SZ,6220,20170517,null
300663.SZ,6245,20170517,null
300664.SZ,6220,20171218,null
300665.SZ,6215,20170525,null
300666.SZ,6245,20170523,null
300667.SZ,6245,20170605,null
300668.SZ,6220,20170602,null
300669.SZ,6220,20170609,null
300670.SZ,6220,20170614,null
300671.SZ,6245,20170614,null
300672.SZ,6245,20170620,null
300673.SZ,6230,20150423,null
300674.SZ,6245,20181016,null
300675.SZ,6220,20170626,null
300676.SZ,6235,20170627,null
300677.SZ,6235,20170703,null
300678.SZ,6245,20170704,null
300679.SZ,6245,20170711,null
300680.SZ,6225,20170711,null
300681.SZ,6220,20170712,null
300682.SZ,6245,20170712,null
300683.SZ,6235,20170719,null
300684.SZ,6245,20171206,null
300685.SZ,6235,20170720,null
300686.SZ,6245,20170717,null
300687.SZ,6245,20170721,null
300688.SZ,6220,20170727,null
300689.SZ,6245,20170727,null
300690.SZ,6220,20170726,null
300691.SZ,6245,20170725,null
300692.SZ,6220,20170731,null
300693.SZ,6220,20170731,null
300694.SZ,6225,20180917,null
300695.SZ,6225,20170807,null
300696.SZ,6220,20170809,null
300697.SZ,6215,20170816,null
300698.SZ,6245,20151205,null
300699.SZ,6215,20170815,null
300700.SZ,6220,20170822,null
300701.SZ,6245,20170831,null
300702.SZ,6235,20170830,null
300703.SZ,6225,20170906,null
300705.SZ,6235,20150724,null
300706.SZ,6245,20170913,null
300707.SZ,6225,20170920,null
300708.SZ,6245,20170919,null
300709.SZ,6245,20170921,null
300710.SZ,6245,20151116,null
300711.SZ,6245,20171011,null
300712.SZ,6220,20171011,null
300713.SZ,6220,20171011,null
300715.SZ,6215,20141216,null
300716.SZ,6215,20171018,null
300717.SZ,6215,20171024,null
300718.SZ,6220,20171016,null
300719.SZ,6220,20160923,null
300720.SZ,6220,20171024,null
300721.SZ,6215,20140822,null
300722.SZ,6220,20171027,null
300723.SZ,6235,20171030,null
300724.SZ,6245,20150924,null
300725.SZ,6235,20160607,null
300726.SZ,6245,20171031,null
300727.SZ,6215,20171107,null
300728.SZ,6215,20171106,null
300729.SZ,6225,20171113,null
300730.SZ,6245,20171114,null
300731.SZ,6215,20171120,null
300732.SZ,6220,20171128,null
300733.SZ,6225,20171206,null
300735.SZ,6245,20171211,null
300736.SZ,6225,20140829,null
300737.SZ,6215,20151015,null
300738.SZ,6245,20150715,null
300739.SZ,6245,20180115,null
300740.SZ,6230,20180122,null
300741.SZ,6230,20180205,null
300742.SZ,6225,20180402,null
300743.SZ,6245,20180402,null
300745.SZ,6225,20180503,null
300746.SZ,6220,20180508,null
300747.SZ,6245,20180605,null
300748.SZ,6215,20151218,null
300749.SZ,6225,20151014,null
300750.SZ,6220,20180522,null
300751.SZ,6220,20181029,null
300752.SZ,6245,20181119,null
300753.SZ,6235,20181126,null
300755.SZ,6230,20181217,null
300756.SZ,6225,20181217,null
300757.SZ,6220,20181224,null
300758.SZ,6215,20160728,null
300759.SZ,6235,20190107,null
300760.SZ,6235,20180914,null
300761.SZ,6230,20190122,null
300762.SZ,6245,20190225,null
300763.SZ,6220,20160109,20171102
300763.SZ,6220,20190306,null
300765.SZ,6235,20190305,null
300766.SZ,6245,20190304,null
300767.SZ,6220,20190312,null
300768.SZ,6245,20190325,null
300769.SZ,6215,20190401,null
300770.SZ,6225,20190401,null
300771.SZ,6245,20190401,null
300772.SZ,6220,20190409,null
300773.SZ,6245,20190408,null
300775.SZ,6220,20160301,null
300776.SZ,6245,20151215,null
300777.SZ,6215,20190422,null
300778.SZ,6220,20190423,null
300779.SZ,6215,20190429,null
300780.SZ,6220,20190513,null
300781.SZ,6225,20190520,null
300782.SZ,6245,20190527,null
300783.SZ,6230,20190603,null
300785.SZ,6245,20190701,null
300786.SZ,6220,20150728,null
300787.SZ,6245,20190729,null
300788.SZ,6225,20151121,null
300789.SZ,6245,20190812,null
300790.SZ,6245,20190902,null
300791.SZ,6235,20190910,null
300792.SZ,6245,20160429,null
300793.SZ,6245,20190923,null
300795.SZ,6220,20150127,null
300796.SZ,6215,20160713,null
300797.SZ,6245,20191014,null
300798.SZ,6215,20191014,null
300799.SZ,6245,20191015,null
300800.SZ,6245,20191022,null
300801.SZ,6215,20191021,null
300802.SZ,6245,20191028,null
300803.SZ,6245,20070123,null
300805.SZ,6225,20191104,null
300806.SZ,6215,20191104,null
300807.SZ,6245,20141202,null
300808.SZ,6245,null,20190509
300808.SZ,6220,20191111,null
300809.SZ,6220,20191113,null
300810.SZ,6245,20191119,null
300811.SZ,6245,20191217,null
300812.SZ,6220,20191223,null
300813.SZ,6235,20150817,null
300815.SZ,6220,20160702,null
300816.SZ,6225,20200115,null
300817.SZ,6220,20200120,null
300818.SZ,6220,20151205,null
300819.SZ,6225,20200131,null
300820.SZ,6220,20200131,null
300821.SZ,6215,20200224,null
300822.SZ,6245,20200224,null
300823.SZ,6220,20150610,null
300824.SZ,6225,20140124,null
300825.SZ,6220,20160130,null
300826.SZ,6220,20200323,null
300827.SZ,6220,20200327,null
300828.SZ,6220,20120907,null
300829.SZ,6230,20150722,null
300830.SZ,6245,20151205,20181108
300830.SZ,6245,20200410,null
300831.SZ,6245,20200414,null
300832.SZ,6235,20140725,null
300833.SZ,6220,20200427,null
300835.SZ,6245,20150505,null
300836.SZ,6220,20160428,null
300837.SZ,6220,20200518,null
300838.SZ,6220,20140808,null
300839.SZ,6210,20141021,null
300840.SZ,6225,20200525,null
300841.SZ,6235,20200602,null
300842.SZ,6245,20200601,null
300843.SZ,6220,20160826,20200609
300843.SZ,6245,20200610,null
300845.SZ,6245,20140124,null
300846.SZ,6245,20100802,null
300847.SZ,6245,20200615,null
300848.SZ,6215,20151201,null
300849.SZ,6215,20200617,null
300850.SZ,6220,20200622,null
300851.SZ,6245,20161128,null
300852.SZ,6245,20200623,null
300853.SZ,6220,20150813,20190509
300853.SZ,6220,20200703,null
300855.SZ,6215,20150710,null
300856.SZ,6215,20160729,null
300857.SZ,6245,20200706,null
300858.SZ,6230,20200707,null
300859.SZ,6225,20150518,null
300860.SZ,6225,20151231,null
300861.SZ,6215,20180426,null
300862.SZ,6245,20200728,null
300863.SZ,6220,20200730,null
300864.SZ,6220,20200803,null
300865.SZ,6220,20200730,null
300866.SZ,6245,20160630,null
300867.SZ,6255,20200731,null
300868.SZ,6225,20200731,null
300869.SZ,6235,20200731,null
300870.SZ,6245,20200803,null
300871.SZ,6235,20200803,null
300872.SZ,6245,20160116,null
300873.SZ,6220,20200804,null
300875.SZ,6220,20160130,20190925
300875.SZ,6220,20200804,null
300876.SZ,6215,20200804,null
300877.SZ,6225,20151217,null
300878.SZ,6235,20200805,null
300879.SZ,6220,20170224,null
300880.SZ,6220,20200813,null
300881.SZ,6215,20120614,null
300882.SZ,6245,20200817,null
300883.SZ,6215,20200824,null
300884.SZ,6245,null,20191010
300884.SZ,6245,20201026,null
300885.SZ,6220,20200826,null
300886.SZ,6215,20200827,null
300887.SZ,6220,null,20191211
300887.SZ,6220,20200828,null
300888.SZ,6235,null,20200102
300888.SZ,6225,20200828,null
300889.SZ,6225,20200828,null
300890.SZ,6220,20200831,null
300891.SZ,6215,20160427,null
300892.SZ,6225,20200901,null
300893.SZ,6225,20200907,null
300894.SZ,6225,20200702,null
300895.SZ,6250,20130705,20191226
300895.SZ,6245,20200907,null
300896.SZ,6235,20200909,null
300897.SZ,6245,20200914,null
300898.SZ,6230,20200921,null
300899.SZ,6220,20151204,null
300900.SZ,6220,20160429,null
300901.SZ,6220,20200929,null
300902.SZ,6220,20160127,null
300903.SZ,6245,20201019,null
300905.SZ,6215,20201021,null
300906.SZ,6245,20160128,null
300907.SZ,6220,20200630,null
300908.SZ,6230,20200622,null
300909.SZ,6245,20201030,null
300910.SZ,6215,20200628,null
300911.SZ,6225,20200628,null
300912.SZ,6225,20201116,null
300913.SZ,6245,20201117,null
300915.SZ,6230,20201117,null
300916.SZ,6245,20200706,null
300917.SZ,6260,20200622,null
300918.SZ,6225,20200622,null
300919.SZ,6220,null,20200429
300919.SZ,6215,20200904,null
300920.SZ,6215,20151125,null
300921.SZ,6250,20200703,null
300922.SZ,6215,20151008,20191118
300922.SZ,6220,20200622,null
300923.SZ,6220,20200622,null
300925.SZ,6245,20150727,null
300926.SZ,6225,20160426,null
300927.SZ,6215,20200701,null
300928.SZ,6245,20200622,null
300929.SZ,6255,20200812,null
300930.SZ,6220,20200716,null
300931.SZ,6220,20160729,null
300932.SZ,6245,20200701,null
300933.SZ,6220,20200730,null
300935.SZ,6245,20141225,null
300936.SZ,6245,20200701,null
300937.SZ,6230,20200812,null
300938.SZ,6220,20200708,null
300939.SZ,6245,null,20191121
300939.SZ,6245,20200629,null
300940.SZ,6245,null,20191107
300940.SZ,6245,20200702,null
300941.SZ,6245,20150806,null
300942.SZ,6230,null,20190627
300942.SZ,6235,20200827,null
300943.SZ,6220,20141216,null
300945.SZ,6225,20200630,null
300946.SZ,6220,20200916,null
300947.SZ,6245,null,20200206
300947.SZ,6220,20200702,null
