date,CSI 300,Small Cap,CSI 300 Chg,Small Cap Chg,AR
2010-01-04,100.0,100.00000000000013,0.0,0.0,100.0
2010-01-05,100.81493990490011,100.96661480000009,0.8149,0.9666,100.1517
2010-01-06,100.18386356757551,100.80051800000007,-0.626,-0.1645,100.6132
2010-01-07,98.19615696857065,99.06724410000007,-1.9841,-1.7195,100.8778
2010-01-08,98.44140268101368,100.17526990000012,0.2498,1.1185,101.7465
2010-01-11,98.49571315020522,100.83503630000001,0.0552,0.6586,102.3499
2010-01-12,99.99123112216178,102.76385820000016,1.5184,1.9128,102.7443
2010-01-13,96.77277008850909,101.67509609999999,-3.2187,-1.0595,104.9035
2010-01-14,98.12798601505419,104.08750480000006,1.4004,2.3727,105.8758
2010-01-15,98.51523097507092,104.8496097000001,0.3946,0.7322,106.21340000000001
2010-01-18,99.02269442157935,106.4300156,0.5151,1.5073,107.2056
2010-01-19,99.21504399996606,106.45608570000005,0.1942,0.0245,107.0359
